Ticker            , Description                                                                     , Dernier        , Variation % , Variation     , Haut           , Bas            , Volume           , Évaluation , Marché
ANTBTC            , ANT / Bitcoin                                                                   , 0.0001186      , 0           , 0             , 0.0001186      , 0.0001186      , 190.4            , Neutre     , BINANCE
ANTBUSD           , ANT / BUSD                                                                      , 6.2081         , 0.15002904  , 0.0093        , 6.2081         , 6.2081         , 5.67             , Acheter    , BINANCE
ANTETH            , ANT / Ethereum                                                                  , 0.003284       , 0.15248551  , 0.000005      , 0.003286       , 0.003277       , 21.65            , Acheter    , HUOBI
ANTETH            , ANT / Ethereum                                                                  , 0.0032762      , 0.14978755  , 0.0000049     , 0.0032762      , 0.0032762      , 220.46763137     , Acheter    , BITFINEX
ANTETH            , ANT / ETH                                                                       , 0.003299       , 0.79437825  , 0.000026      , 0.003299       , 0.003299       , 81.56            , Acheter    , KRAKEN
ANTETH            , Aragon / Ethereum                                                               , 0.00331067     , 0.16064816  , 0.00000531    , 0.00331067     , 0.00331066     , 465.86472866     , Acheter    , BITTREX
ANTEUR            , ANT / EUR                                                                       , 5.2            , 0           , 0             , 5.2            , 5.2            , 67.09564079      , Fort achat , KRAKEN
ANTPERP           , ANT Perpetual Swap Contract                                                     , 6.2322         , 0.14622937  , 0.0091        , 6.2322         , 6.2322         , 2                , Vendre     , HUOBI
ANTUSD            , ANT / Dollar                                                                    , 6.2705         , 1.34796593  , 0.0834        , 6.2705         , 6.2705         , 4.57373503       , Fort achat , BITFINEX
ANTUSD            , ANT / USD                                                                       , 6.2184         , -0.29981883 , -0.0187       , 6.2184         , 6.2184         , 9.86585769       , Acheter    , KRAKEN
ANTUSD            , Aragon / US Dollar (calculated by TradingView)                                  , 6.19894        , -0.01033386 , -0.00064066   , 6.20374611     , 6.19894        , 1.39495569       , Neutre     , HITBTC
ANTUSD            , Aragon / US Dollar (calculated by TradingView)                                  , 6.176995       , -0.01033386 , -0.00063839   , 6.18178409     , 6.176995       , 48.30665925      , Acheter    , BITTREX
ANTUSD            , ANT / US Dollar (calculated by TradingView)                                     , 6.19685        , -0.02766698 , -0.00171496   , 6.20165449     , 6.19685        , 191.49495569     , Vendre     , BINANCE
ANTUSDT           , ANT / Tether USD                                                                , 6.183          , -0.17920279 , -0.0111       , 6.1877         , 6.1815         , 347.53           , Vendre     , HUOBI
ANTUSDT           , ANT / TetherUS                                                                  , 6.1937         , 0.1973631   , 0.0122        , 6.1937         , 6.1828         , 382.38           , Vendre     , BINANCE
ANTXBT            , ANT / XBT                                                                       , 0.0001169      , -0.40892827 , -4.8e-7       , 0.00011715     , 0.0001169      , 328.64931        , Acheter    , KRAKEN
ANVKRW            , ANV / South Korean Won                                                          , 3579           , 0.50547599  , 18            , 3579           , 3553           , 2307.853         , Acheter    , BITHUMB
ANWKRW            , ANW / South Korean Won                                                          , 120.6          , 0.08298755  , 0.1           , 121            , 120.5          , 262123.2979      , Acheter    , BITHUMB
AOABTC            , AURORA / Bitcoin                                                                , 6e-8           , 20          , 1e-8          , 6e-8           , 5e-8           , 0.01437272       , Acheter    , KUCOIN
AOAKRW            , AOA / South Korean Won                                                          , 2.964          , -0.06743088 , -0.002        , 2.967          , 2.964          , 2517529.6862     , Vendre     , BITHUMB
AOAUSDT           , AURORA / Tether                                                                 , 0.0027012      , 0           , 0             , 0.0027012      , 0.0027012      , 39.96003986      , Acheter    , KUCOIN
API3BTC           , API3 / Bitcoin                                                                  , 0.00011325     , 0.09722468  , 1.1e-7        , 0.00011325     , 0.00011325     , 1.73             , Vendre     , HUOBI
API3ETH           , API3 / Ethereum                                                                 , 0.003123       , -2.25352113 , -0.000072     , 0.003123       , 0.003123       , 8.413            , Forte vente, HUOBI
API3USDT          , API3 / Tether USD                                                               , 5.9112         , 0.10669105  , 0.0063        , 5.9251         , 5.9112         , 3.5427           , Vendre     , HUOBI
API3USDT          , API3 / Tether USD                                                               , 5.92795918     , -0.25238189 , -0.01499895   , 5.92795918     , 5.92795918     , 1.95180836       , Acheter    , POLONIEX
API3USDT          , API3 / Tether                                                                   , 5.923          , -0.01688049 , -0.001        , 5.923          , 5.914          , 28.4461359       , Neutre     , KUCOIN
APIXKRW           , APIX / South Korean Won                                                         , 90.78          , 0.50930027  , 0.46          , 90.99          , 90.78          , 2012             , Vendre     , BITHUMB
APMBTC            , apM Coin / Bitcoin                                                              , 3.3e-7         , -12.09677419, -4e-8         , 3.3e-7         , 3.3e-7         , 305.8            , Forte vente, HITBTC
APMBTC            , APM Coin / Bitcoin                                                              , 4.7e-7         , 2.17391304  , 1e-8          , 4.7e-7         , 4.6e-7         , 15855.08993474   , Acheter    , BITTREX
APMKRW            , APM / South Korean Won                                                          , 28             , -0.56818182 , -0.16         , 28.22          , 28             , 25696.8607       , Neutre     , BITHUMB
APMUSD            , apM Coin / US Dollar (calculated by TradingView)                                , 0.01708575     , -0.01033386 , -0.00000177   , 0.017099       , 0.01708575     , 306.89495569     , Vendre     , HITBTC
APMUSD            , APM Coin / US Dollar (calculated by TradingView)                                , 0.0245575      , -0.01033386 , -0.00000254   , 0.02457654     , 0.024035       , 15856.18489043   , Acheter    , BITTREX
APMUSDT           , APM Coin / Tether                                                               , 0.02201        , -8.25343893 , -0.00198      , 0.02201        , 0.02201        , 1149.43092503    , Acheter    , BITTREX
APPCBTC           , Appcoins / Bitcoin                                                              , 0.00000165     , -2.25118483 , -4e-8         , 0.00000165     , 0.00000165     , 537              , Vendre     , HITBTC
APPCBTC           , AppCoins / Bitcoin                                                              , 0.00000168     , -0.59171598 , -1e-8         , 0.00000168     , 0.00000168     , 927              , Acheter    , BINANCE
APPCBTC           , AppCoins / Bitcoin                                                              , 0.00000168     , 0.5988024   , 1e-8          , 0.00000168     , 0.00000167     , 1404.42          , Fort achat , HUOBI
APPCETH           , Appcoins / Ethereum                                                             , 0.00002223     , -3.82102211 , -8.8e-7       , 0.00002223     , 0.00002223     , 250              , Forte vente, HITBTC
APPCUSD           , AppCoins / US Dollar (calculated by TradingView)                                , 0.08778        , -0.01033386 , -0.00000907   , 0.08784806     , 0.08778        , 928.09495569     , Neutre     , BINANCE
APPCUSD           , Appcoins / US Dollar (calculated by TradingView)                                , 0.0862125      , -0.01033386 , -0.00000891   , 0.08627934     , 0.0862125      , 538.09495569     , Vendre     , HITBTC
APPCUSDT          , Appcoins / Tether                                                               , 0.0854706      , 1.18384385  , 0.001         , 0.0854706      , 0.0854706      , 38               , Vendre     , HITBTC
ARBTC             , Arweave / Bitcoin                                                               , 0.00014581     , 0.03430296  , 5e-8          , 0.00014581     , 0.00014581     , 26.15271408      , Vendre     , BITTREX
ARBTC             , Arweave / Bitcoin                                                               , 0.00014644     , 0.0068292   , 1e-8          , 0.00014644     , 0.00014644     , 1.78             , Vendre     , HUOBI
ARDRBTC           , Ardor / Bitcoin                                                                 , 0.00000355     , 0           , 0             , 0.00000355     , 0.00000355     , 98.70721675      , Acheter    , POLONIEX
ARDRBTC           , Ardor / Bitcoin                                                                 , 0.0000036      , 0.0277855   , 0             , 0.0000036      , 0.0000036      , 1                , Acheter    , HITBTC
ARDRBTC           , ARDOR / Bitcoin                                                                 , 0.00000363     , 0           , 0             , 0.00000363     , 0.00000363     , 1356.99          , Fort achat , HUOBI
ARDRBTC           , Ardor / Bitcoin                                                                 , 0.00000363     , 0           , 0             , 0.00000363     , 0.00000363     , 8533             , Acheter    , BINANCE
ARDRBTC           , Ardor / Bitcoin                                                                 , 0.00000368     , 1.93905817  , 7e-8          , 0.00000368     , 0.00000365     , 4385.34061036    , Fort achat , BITTREX
ARDRETH           , ARDOR / Ethereum                                                                , 0.000099       , 0           , 0             , 0.000099       , 0.000099       , 720              , Acheter    , HUOBI
ARDRUSD           , Ardor / US Dollar (calculated by TradingView)                                   , 0.1896675      , -0.01033386 , -0.0000196    , 0.18981455     , 0.1896675      , 8534.09495569    , Acheter    , BINANCE
ARDRUSD           , Ardor / US Dollar (calculated by TradingView)                                   , 0.19228        , -0.01033386 , -0.00001987   , 0.19242908     , 0.1907125      , 4386.43556605    , Acheter    , BITTREX
ARDRUSD           , Ardor / US Dollar (calculated by TradingView)                                   , 0.1854875      , -0.01033386 , -0.00001917   , 0.18563131     , 0.1854875      , 99.80217244      , Vendre     , POLONIEX
ARDRUSD           , Ardor / US Dollar (calculated by TradingView)                                   , 0.1881         , -0.01033386 , -0.00001944   , 0.18824584     , 0.1881         , 2.09495569       , Acheter    , HITBTC
ARDRUSDT          , Ardor / Tether                                                                  , 0.1778043      , 2.45252034  , 0.0042563     , 0.1778043      , 0.1778043      , 4                , Acheter    , HITBTC
ARDRUSDT          , Ardor / TetherUS                                                                , 0.18999        , -0.00526316 , -0.00001      , 0.18999        , 0.18999        , 88.7             , Acheter    , BINANCE
ARETH             , Arweave / Ethereum                                                              , 0.004068       , 1.01812764  , 0.000041      , 0.004068       , 0.004068       , 4.5              , Acheter    , HUOBI
ARKBTC            , Ark / Bitcoin                                                                   , 0.00001892     , -0.31612223 , -6e-8         , 0.00001892     , 0.00001892     , 63.42494714      , Neutre     , BITTREX
ARKBTC            , Ark / Bitcoin                                                                   , 0.00001891     , -0.57833859 , -1.1e-7       , 0.00001903     , 0.00001886     , 1320             , Vendre     , BINANCE
ARKUSD            , Ark / US Dollar (calculated by TradingView)                                     , 0.98857        , -0.32642343 , -0.00323749   , 0.98933645     , 0.98857        , 64.51990283      , Vendre     , BITTREX
ARKUSD            , Ark / US Dollar (calculated by TradingView)                                     , 0.9880475      , -0.60584557 , -0.00602253   , 0.99508841     , 0.985435       , 1321.09495569    , Vendre     , BINANCE
ARNXBTC           , Aeron / Bitcoin                                                                 , 1.5e-7         , -4.69135802 , -1e-8         , 1.5e-7         , 1.5e-7         , 210              , Forte vente, HITBTC
ARNXETH           , Aeron / Ethereum                                                                , 0.00000432     , -0.0231696  , 0             , 0.00000432     , 0.00000432     , 88               , Vendre     , HITBTC
ARNXUSD           , Aeron / US Dollar (calculated by TradingView)                                   , 0.0080674      , -0.01033386 , -8.3e-7       , 0.00807365     , 0.0080674      , 211.09495569     , Vendre     , HITBTC
ARPABNB           , ARPA Chain / Binance Coin                                                       , 0.000251       , 0           , 0             , 0.000251       , 0.000251       , 22000            , Acheter    , BINANCE
ARPABTC           , ARPA Chain / Bitcoin                                                            , 8e-7           , -0.01253133 , 0             , 8e-7           , 8e-7           , 440              , Acheter    , HITBTC
ARPABTC           , ARPA Chain / Bitcoin                                                            , 7.9e-7         , -1.25       , -1e-8         , 7.9e-7         , 7.9e-7         , 158.45           , Acheter    , HUOBI
ARPABTC           , ARPA Chain / Bitcoin                                                            , 8e-7           , 1.26582278  , 1e-8          , 8e-7           , 8e-7           , 2237             , Acheter    , BINANCE
ARPAHT            , ARPA Chain / Huobi Token                                                        , 0.002954       , -0.3037462  , -0.000009     , 0.002954       , 0.002954       , 304.76           , Acheter    , HUOBI
ARPAKRW           , ARPA / South Korean Won                                                         , 46.07          , 0           , 0             , 46.07          , 46.07          , 3458.0176        , Acheter    , BITHUMB
ARPAUSD           , ARPA Chain / US Dollar (calculated by TradingView)                              , 0.0418         , 1.25535812  , 0.00051823    , 0.04183241     , 0.0418         , 2238.09495569    , Acheter    , BINANCE
ARPAUSD           , ARPA Chain / US Dollar (calculated by TradingView)                              , 0.04169028     , -0.02286389 , -0.00000953   , 0.0417226      , 0.04169028     , 441.09495569     , Acheter    , HITBTC
ARPAUSDT          , ARPA Chain / Tether USD                                                         , 0.041548       , 0.0312989   , 0.000013      , 0.041596       , 0.041531       , 12727.99         , Vendre     , HUOBI
ARPAUSDT          , ARPA Chain / Tether                                                             , 0.04156687     , 0.13705138  , 0.00005689    , 0.04156687     , 0.04156687     , 40               , Acheter    , HITBTC
ARPAUSDT          , ARPA Chain / TetherUS                                                           , 0.04166        , 0.19240019  , 0.00008       , 0.04166        , 0.0416         , 29963.7          , Acheter    , BINANCE
ARPAUSDT          , ARPA Token / Tether                                                             , 0.041681       , 0.10327105  , 0.000043      , 0.041681       , 0.041681       , 6.20254961       , Acheter    , KUCOIN
ARRRBCH           , Pirate Chain / Bitcoin Cash                                                     , 0.000101       , 0           , 0             , 0.000101       , 0.000101       , 100              , Forte vente, HITBTC
ARRRBTC           , Pirate Chain / Bitcoin                                                          , 0.00000524     , 8.10844268  , 3.9e-7        , 0.00000524     , 0.00000524     , 93               , Fort achat , HITBTC
ARRRUSD           , Pirate Chain / US Dollar (calculated by TradingView)                            , 0.27377955     , -0.01033386 , -0.00002829   , 0.27399181     , 0.27377955     , 94.09495569      , Acheter    , HITBTC
ARTBTC            , Maecenas / Bitcoin                                                              , 6e-8           , 44.6969697  , 2e-8          , 6e-8           , 6e-8           , 200              , Acheter    , HITBTC
ARTUSD            , Maecenas / US Dollar (calculated by TradingView)                                , 0.00299393     , -0.01033386 , -3.1e-7       , 0.00299625     , 0.00299393     , 201.09495569     , Acheter    , HITBTC
ARUSD             , Arweave / US Dollar (calculated by TradingView)                                 , 7.6185725      , -0.01033386 , -0.00078737   , 7.62447926     , 7.6185725      , 27.24766977      , Vendre     , BITTREX
ARUSDT            , Arweave / Tether USD                                                            , 7.6528         , 0.00261349  , 0.0002        , 7.6528         , 7.6528         , 4.5              , Vendre     , HUOBI
ARXUSDT           , ARCS / Tether                                                                   , 0.29967        , 0           , 0             , 0.29967        , 0.29967        , 0.00967934       , Vendre     , KUCOIN
ASIBTC            , Asimi / Bitcoin                                                                 , 0.00000123     , -12.19303255, -1.7e-7       , 0.00000132     , 0.00000123     , 105              , Vendre     , HITBTC
ASIUSD            , Asimi / US Dollar (calculated by TradingView)                                   , 0.0642675      , -0.01033386 , -0.00000664   , 0.06902347     , 0.0642675      , 106.09495569     , Vendre     , HITBTC
ASPBTC            , Aspire (Powered by GASP) / Bitcoin                                              , 0.00000103     , 0           , 0             , 0.00000103     , 0.00000103     , 76               , Forte vente, HITBTC
ASPUSD            , Aspire (Powered by GASP) / US Dollar (calculated by TradingView)                , 0.05397947     , -0.01033386 , -0.00000558   , 0.05402133     , 0.05397947     , 77.09495569      , Vendre     , HITBTC
ASPUSDT           , Aspire (Powered by GASP) / Tether                                               , 0.0543962      , 0           , 0             , 0.0543962      , 0.0543962      , 94               , Acheter    , HITBTC
ASRBTC            , ASR / Bitcoin                                                                   , 0.0001307      , 0.07656968  , 1e-7          , 0.0001307      , 0.0001307      , 5.59             , Fort achat , BINANCE
ASRFTBRL          , ASRFT / Brazilian Real                                                          , 37.49          , 0.77956989  , 0.29          , 37.49          , 37.2           , 8.02720018       , Fort achat , MERCADO
ASRUSD            , ASR / US Dollar (calculated by TradingView)                                     , 6.829075       , -0.01033386 , -0.00070578   , 6.83436966     , 6.829075       , 6.68495569       , Acheter    , BINANCE
ASRUSDT           , ASR / TetherUS                                                                  , 6.81           , -0.52585451 , -0.036        , 6.82           , 6.81           , 184.5            , Acheter    , BINANCE
ASTBTC            , Airswap / Bitcoin                                                               , 0.00000519     , -0.19230769 , -1e-8         , 0.00000519     , 0.00000519     , 47               , Vendre     , HUOBI
ASTBTC            , AirSwap / Bitcoin                                                               , 0.00000519     , 0           , 0             , 0.0000052      , 0.00000519     , 4992             , Neutre     , BINANCE
ASTBTC            , AirSwap / Bitcoin (calculated by TradingView)                                   , 0.00000622     , -0.01913326 , 0             , 0.00000622     , 0.00000622     , 63.73726864      , Neutre     , BITFINEX
ASTUSD            , AirSwap / Dollar                                                                , 0.32498        , 38.2893617  , 0.08998       , 0.32498        , 0.32498        , 63.46019         , Acheter    , BITFINEX
ASTUSD            , AirSwap / US Dollar (calculated by TradingView)                                 , 0.2711775      , -0.20262168 , -0.00055058   , 0.27191065     , 0.2711775      , 4993.09495569    , Vendre     , BINANCE
ASTUSDT           , Airswap / Tether USD                                                            , 0.2712         , 0.03688676  , 0.0001        , 0.2712         , 0.2712         , 40.0596          , Vendre     , HUOBI
ATMBTC            , ATM / Bitcoin                                                                   , 0.0001552      , -0.76726343 , -0.0000012    , 0.0001552      , 0.0001552      , 0.99             , Vendre     , BINANCE
ATMFTBRL          , ATMFT / Brazilian Real                                                          , 44.26999       , 0           , 0             , 44.26999       , 44.26999       , 1.12943327       , Vendre     , MERCADO
ATMUSD            , ATM / US Dollar (calculated by TradingView)                                     , 8.1092         , -0.01033386 , -0.00083808   , 8.11548715     , 8.1092         , 2.08495569       , Vendre     , BINANCE
ATMUSDT           , ATM / TetherUS                                                                  , 8.138          , 0.0245821   , 0.002         , 8.138          , 8.133          , 127.699          , Neutre     , BINANCE
ATOBTC            , ATO / Bitcoin                                                                   , 0.00046051     , -0.21668003 , -0.000001     , 0.00046051     , 0.00046051     , 0.4999824        , Vendre     , BITFINEX
ATOETH            , ATO / Ethereum                                                                  , 0.012596       , -0.86573272 , -0.00011      , 0.012596       , 0.012596       , 0.49903215       , Vendre     , BITFINEX
ATOMAUD           , ATOM / AUD                                                                      , 31.1766        , 0.75428527  , 0.2334        , 31.1766        , 31.1766        , 8.02             , Neutre     , KRAKEN
ATOMBCH           , Cosmos / Bitcoin Cash                                                           , 0.0346011      , 6.581671    , 0.0021367     , 0.0346011      , 0.0346011      , 0.01             , Fort achat , HITBTC
ATOMBNB           , Cosmos / Binance Coin                                                           , 0.1456         , 0.27548209  , 0.0004        , 0.1456         , 0.1456         , 3                , Fort achat , BINANCE
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.00046175     , -0.08439001 , -3.9e-7       , 0.00046175     , 0.00046175     , 0.93             , Vendre     , HITBTC
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.00046035     , -0.06295589 , -2.9e-7       , 0.00046071     , 0.00046035     , 200              , Vendre     , BITTREX
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.00046003     , -0.8149889  , -0.00000378   , 0.00046224     , 0.00046003     , 4.99             , Vendre     , POLONIEX
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.00046244     , 0.40165874  , 0.00000185    , 0.00046244     , 0.00046187     , 0.04271149       , Acheter    , KUCOIN
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.0004619      , 0.00866063  , 4e-8          , 0.0004619      , 0.00046179     , 25.05            , Neutre     , HUOBI
ATOMBTC           , ATOM/BTC                                                                        , 0.000463       , 0.43383948  , 0.000002      , 0.000463       , 0.000463       , 0.1              , Acheter    , COINBASE
ATOMBTC           , Cosmos / Bitcoin                                                                , 0.0004623      , 0.08659883  , 4e-7          , 0.0004624      , 0.0004619      , 10.57            , Neutre     , BINANCE
ATOMBUSD          , Cosmos / BUSD                                                                   , 24.123         , -0.11593723 , -0.028        , 24.123         , 24.123         , 25.697           , Vendre     , BINANCE
ATOMETH           , ATOM / ETH                                                                      , 0.012671       , -0.251909   , -0.000032     , 0.012671       , 0.012659       , 100              , Neutre     , KRAKEN
ATOMETH           , Cosmos / Ethereum                                                               , 0.012685       , 0.01576914  , 0.000002      , 0.012685       , 0.012685       , 1.6641           , Acheter    , HUOBI
ATOMETH           , Cosmos / Ethereum                                                               , 0.0126572      , 0.1804597   , 0.0000228     , 0.0126572      , 0.0126501      , 0.08             , Vendre     , HITBTC
ATOMETH           , Cosmos / Ethereum                                                               , 0.012706       , 0.1103057   , 0.000014      , 0.012706       , 0.012683       , 0.51020902       , Acheter    , KUCOIN
ATOMETH           , Cosmos / Ethereum                                                               , 0.01275005     , 0           , 0             , 0.01275005     , 0.01275005     , 5                , Neutre     , BITTREX
ATOMEUR           , ATOM / EUR                                                                      , 19.9893        , -0.13489006 , -0.027        , 19.9893        , 19.9562        , 17.393974        , Neutre     , KRAKEN
ATOMGBP           , ATOM / GBP                                                                      , 17.5875        , 0.98356702  , 0.1713        , 17.5875        , 17.5875        , 5.581802         , Acheter    , KRAKEN
ATOMKRW           , ATOM / South Korean Won                                                         , 26560          , -0.15037594 , -40           , 26600          , 26560          , 35.8844          , Vendre     , BITHUMB
ATOMPERP          , ATOM Perpetual Swap Contract                                                    , 24.2522        , -0.02555816 , -0.0062       , 24.276         , 24.2522        , 700              , Neutre     , HUOBI
ATOMUSD           , Cosmos / US Dollar                                                              , 24.09342439    , -0.48532699 , -0.11750216   , 24.09342439    , 24.08769701    , 44.768           , Neutre     , BITTREX
ATOMUSD           , Cosmos / US Dollar (calculated by TradingView)                                  , 24.155175      , 0.01129956  , 0.00272912    , 24.17913182    , 24.134275      , 11.66495569      , Neutre     , BINANCE
ATOMUSD           , Cosmos / US Dollar (calculated by TradingView)                                  , 24.1264375     , -0.09471515 , -0.02287306   , 24.14514299    , 24.1264375     , 2.02495569       , Vendre     , HITBTC
ATOMUSD           , ATOM/USD                                                                        , 24.164         , 0.0124167   , 0.003         , 24.188         , 24.151         , 285.9            , Vendre     , COINBASE
ATOMUSD           , Cosmos / US Dollar (calculated by TradingView)                                  , 24.0365675     , -0.01033386 , -0.00248416   , 24.17076534    , 24.0365675     , 6.08495569       , Vendre     , POLONIEX
ATOMUSD           , ATOM / USD                                                                      , 24.1362        , -0.10925977 , -0.0264       , 24.1695        , 24.1362        , 8.09162          , Vendre     , KRAKEN
ATOMUSDC          , Cosmos / USD Coin                                                               , 24.20800346    , 1.31495764  , 0.31419348    , 24.20800346    , 24.20800346    , 30.07641         , Acheter    , POLONIEX
ATOMUSDC          , Cosmos / USD Coin                                                               , 24.059         , -0.22808327 , -0.055        , 24.059         , 24.059         , 0.904            , Vendre     , BINANCE
ATOMUSDT          , Cosmos / Tether                                                                 , 24.133         , 0.03481923  , 0.0084        , 24.133         , 24.1169        , 369.42900279     , Neutre     , KUCOIN
ATOMUSDT          , Cosmos / Tether USD                                                             , 24.1232        , -0.07952813 , -0.0192       , 24.1373        , 24.1111        , 421.74497516     , Vendre     , HUOBI
ATOMUSDT          , Cosmos / TetherUS                                                               , 24.122         , 0.02073226  , 0.005         , 24.159         , 24.121         , 816.35           , Neutre     , BINANCE
ATOMUSDT          , Cosmos / Tether                                                                 , 24.05097       , -0.03985776 , -0.00959      , 24.05097       , 24.05097       , 0.04             , Vendre     , HITBTC
ATOMUSDT          , Cosmos / Tether                                                                 , 24.1320396     , -0.53106686 , -0.1288415    , 24.16541882    , 24.1320396     , 17.90070798      , Acheter    , BITTREX
ATOMUSDT          , Cosmos / Tether USD                                                             , 24.16972835    , 0.2005288   , 0.04837027    , 24.16972835    , 24.16972835    , 0.06187526       , Neutre     , POLONIEX
ATOMUSDTPERP      , Cosmos / TetherUS PERPETUAL FUTURES                                             , 24.187         , -0.02066799 , -0.005        , 24.216         , 24.178         , 906.45           , Vendre     , BINANCE
ATOMUST           , Cosmos / TerraUSD                                                               , 24.0392        , -0.18560117 , -0.0447       , 24.069         , 24.0392        , 173.77996162     , Neutre     , KUCOIN
ATOMXBT           , ATOM / XBT                                                                      , 0.0004615      , -0.15144959 , -7e-7         , 0.0004615      , 0.0004615      , 1.13517441       , Neutre     , KRAKEN
ATOUSD            , ATO / Dollar                                                                    , 24.095         , -0.36801191 , -0.089        , 24.095         , 24.095         , 0.45671475       , Neutre     , BITFINEX
ATPBTC            , Atlas Protocol / Bitcoin                                                        , 7e-8           , -0.42075736 , 0             , 7e-8           , 7e-8           , 244654.23        , Vendre     , HUOBI
ATPHT             , Atlas Protocol / Huobi Token                                                    , 0.00026        , -0.76335878 , -0.000002     , 0.00026        , 0.00026        , 2006.3           , Vendre     , HUOBI
ATPUSDT           , Atlas Protocol / Tether USD                                                     , 0.0037         , -0.26954178 , -0.00001      , 0.0037         , 0.0037         , 442923.45        , Forte vente, HUOBI
ATRIBTC           , Atari Token / Bitcoin                                                           , 0.00000332     , 0           , 0             , 0.00000332     , 0.00000332     , 100              , Vendre     , HITBTC
ATRIUSD           , Atari Token / US Dollar (calculated by TradingView)                             , 0.17331325     , -0.01033386 , -0.00001791   , 0.17344762     , 0.17331325     , 101.09495569     , Vendre     , HITBTC
AUCBTC            , Auctus / Bitcoin                                                                , 0.00000746     , 7.19626168  , 5e-7          , 0.00000746     , 0.00000746     , 1                , Acheter    , HITBTC
AUCETH            , Auctus / Ethereum                                                               , 0.00023451     , 9.48248092  , 0.00002031    , 0.00023451     , 0.00023451     , 31               , Acheter    , HITBTC
AUCTIONBTC        , AUCTION / Bitcoin                                                               , 0.0004539      , 0.07054985  , 3.2e-7        , 0.0004539      , 0.0004539      , 0.3824           , Vendre     , HUOBI
AUCTIONETH        , AUCTION / Ethereum                                                              , 0.012568       , 0.98834873  , 0.000123      , 0.012568       , 0.012568       , 1.6166           , Acheter    , HUOBI
AUCTIONUSDT       , AUCTION / Tether USD                                                            , 23.7366        , -0.00084257 , -0.0002       , 23.7368        , 23.7064        , 120.1808         , Acheter    , HUOBI
AUCUSD            , Auctus / US Dollar (calculated by TradingView)                                  , 0.38954988     , -0.01033386 , -0.00004026   , 0.3898519      , 0.38954988     , 2.09495569       , Vendre     , HITBTC
AUDBUSD           , AUD / BUSD                                                                      , 0.77584        , 0.00128894  , 0.00001       , 0.77584        , 0.77584        , 200              , Fort achat , BINANCE
AUDIOBTC          , AUDIO / Bitcoin                                                                 , 0.00000691     , -0.28860029 , -2e-8         , 0.00000691     , 0.00000691     , 230              , Acheter    , BINANCE
AUDIOBUSD         , AUDIO / BUSD                                                                    , 0.36078        , 0.21666667  , 0.00078       , 0.36079        , 0.36078        , 925.9            , Acheter    , BINANCE
AUDIOUSD          , AUDIO / US Dollar (calculated by TradingView)                                   , 0.3610475      , -0.29890433 , -0.00108242   , 0.36132742     , 0.3610475      , 231.09495569     , Acheter    , BINANCE
AUDIOUSDT         , AUDIO / TetherUS                                                                , 0.35974        , 0.01668149  , 0.00006       , 0.35993        , 0.35974        , 710.3            , Vendre     , BINANCE
AUDJPY            , AUD / JPY                                                                       , 82.179         , 0.06453498  , 0.053         , 82.179         , 82.135         , 70.86435975      , Fort achat , KRAKEN
AUDUSD            , AUD / USD                                                                       , 0.77524        , 0.05420614  , 0.00042       , 0.77524        , 0.77524        , 25.71892922      , Acheter    , KRAKEN
AUDUSDT           , AUD / TetherUS                                                                  , 0.7752         , 0           , 0             , 0.77581        , 0.7752         , 7857.2           , Fort achat , BINANCE
AUTOBTC           , CUBE / Bitcoin                                                                  , 0              , -10         , 0             , 0              , 0              , 1020             , Vendre     , HITBTC
AUTOUSD           , CUBE / US Dollar (calculated by TradingView)                                    , 0.00023513     , -0.01033386 , -2e-8         , 0.00023531     , 0.00023513     , 1021.09495569    , Vendre     , HITBTC
AVABNB            , AVA / Binance Coin                                                              , 0.01427        , 0           , 0             , 0.01427        , 0.01427        , 67               , Acheter    , BINANCE
AVABTC            , AVA / Bitcoin                                                                   , 0.0000454      , 0           , 0             , 0.0000454      , 0.0000454      , 22.08            , Vendre     , BINANCE
AVABTC            , Travala.com Token / Bitcoin                                                     , 0.00004565     , -0.26218047 , -1.2e-7       , 0.00004566     , 0.00004565     , 9.31497943       , Acheter    , POLONIEX
AVABTC            , Travala.com / Bitcoin                                                           , 0.00004558     , 0.02194571  , 1e-8          , 0.00004558     , 0.00004558     , 4                , Acheter    , HITBTC
AVABTC            , Travala / Bitcoin                                                               , 0.00004542     , -0.08798944 , -4e-8         , 0.00004548     , 0.00004542     , 0.00247992       , Acheter    , KUCOIN
AVABUSD           , AVA / BUSD                                                                      , 2.3646         , -0.2194278  , -0.0052       , 2.3884         , 2.3646         , 35.84            , Neutre     , BINANCE
AVAETH            , Travala.com / Ethereum                                                          , 0.00124234     , 0.07701101  , 9.6e-7        , 0.00124234     , 0.00124234     , 4                , Vendre     , HITBTC
AVAETH            , Travala / Ethereum                                                              , 0.0012464      , 0.62974326  , 0.0000078     , 0.0012464      , 0.0012464      , 0.00776121       , Neutre     , KUCOIN
AVANEO            , Travala / NEO                                                                   , 0.055155       , 0.07439126  , 0.000041      , 0.055155       , 0.055155       , 0.42458871       , Acheter    , KUCOIN
